,QUERY,ACTUAL_CLASS,PREDICTED_CLASS,METRIC
440,"#FF amazing singer, actress and model @annastaff :-) https://t.co/Cioa8dXbrc",POSITIVE,NEUTRAL,0.0
441,@ODubPERV Happy Birthday and see you tonight :),POSITIVE,POSITIVE,11.900377358490566
442,i'm in amsterdam guys wooo :D,POSITIVE,NEUTRAL,0.0
443,@MatjazSircelj stuff just happens. :),POSITIVE,POSITIVE,0.0015982142857142857
444,@Michdabitch_ you have no friends :),POSITIVE,POSITIVE,16.335156836181255
445,"NeoBytes :) Universal Pictures seeds pirated movie copy, files takedown notice against itself http://t.co/4ESrPPRXCA",POSITIVE,NEUTRAL,0.0
446,@NAYAKHK 2)IndiraG wanted Judiciary to be committed to Govt policy. Now they want RBI to be committed. But I know many have similar views :),POSITIVE,NEGATIVE,-273.7660972474067
447,@neiltyson What are your thought's on Kepler 452b? :D,POSITIVE,NEUTRAL,0.0
448,@1RobBeasley any progress in Stones transfer to Chelsea ?? :D,POSITIVE,NEUTRAL,0.0
449,@Flash_y0 GGs bro :) fun series,POSITIVE,NEUTRAL,0.0
450,"You always be part of me, I am part of you and defenitely...♬ @MOHDBINTANG :p",POSITIVE,NEGATIVE,-19.614354355451624
451,@bryantduncan98 of course man :) Nofx is my shit,POSITIVE,NEUTRAL,0.0
452,#friskyfiday Yipeeee :) x https://t.co/nysAkC8IF0,POSITIVE,NEUTRAL,0.0
453,@KimbleFrench Morning Kim. Sorry to hear this. Can you shed some light on the issue so we can look into this? :) Helen,POSITIVE,POSITIVE,0.5259652623988059
454,@martymccarthy1 @ABCRural A great incentive to get kids to eat their Fruit &amp; Veges :-),POSITIVE,NEGATIVE,-0.03728115148668932
455,@KameshRajak welcome sir :),POSITIVE,NEUTRAL,0.0
456,Do you know in average it takes 6 seconds to read this god dam mother fucking tweet.  :),POSITIVE,NEGATIVE,-0.0009526515151515151
457,@AdamRichman thanks for favouriting our tweet to you. Up the Mariners :),POSITIVE,POSITIVE,0.10374131179637787
458,@FCUnitedMcr getting close now. Can't wait for the new season :),POSITIVE,POSITIVE,32.506938574146744
459,@katelynlander GZ :D what did you named it =^.^=,POSITIVE,NEUTRAL,0.0
460,Morning all. Day off :-),POSITIVE,NEUTRAL,0.0
461,I guess sleep was just not in my list of things to do today :-),POSITIVE,NEGATIVE,-64.5248336942337
462,@RK1610IsMe Hai Rajeev..hope u r hvng a funfilled friday.It ws realy amazing to c diff side of Kabir.Fell in luv with u again :) A smile pls,POSITIVE,POSITIVE,0.529563103926847
463,just prettier :) and mine :),POSITIVE,NEUTRAL,0.0
464,"@JLo HAPPY BIRTHDAY TOO YOU! Best wishes from Dresden/Germany :). LOVE YOU &lt;3 &lt;3 &lt;3 &lt;3

(Please share this) http://t.co/EByoLHnnOI",POSITIVE,POSITIVE,26.253420496746568
465,@ConnellJess you wanna be a loser like me ? :) ♥,POSITIVE,NEGATIVE,-0.3289634980371695
466,"@zaynmalik Zayn please follow me, would mean the world! It's my birthday :D I love you so much, your amazing&lt;3",POSITIVE,NEGATIVE,-16.233442028801196
467,When you're congratulating your friend on his graduation but you lose the plot. :D http://t.co/lRGfvh3yWg,POSITIVE,NEGATIVE,-0.202861283236407
468,0 sleeps! @RachelButterwor is officially on her way to Paris! I cannot wait :) #paris #tdf2015 🇫🇷🍷🍸☀️🇫🇷🚲🇫🇷🍷🍸☀️🚲,POSITIVE,NEGATIVE,-0.2630921961382213
469,I put my trust on you! :),POSITIVE,NEGATIVE,-0.017562075741336194
470,"@HitItRichSlots Hey there, just a good suggestion, you guys should make a minions slot!! It would be so fun and cute :)",POSITIVE,POSITIVE,0.1688248599917545
471,Happy b'day @HathwalaThakur :),POSITIVE,NEUTRAL,0.0
472,@PoemPorns hah....and a thousand more lies  :D,POSITIVE,NEUTRAL,0.0
473,"@flurishing @blxcknicotine wow,looking good isabella! Makes me wanna start working out back :D",POSITIVE,NEGATIVE,-0.016686151574889972
474,going to my room now bc i have 3% :-),POSITIVE,POSITIVE,0.08865759434803351
475,@Varun_dvn Okeyyyyyy VDDDD :)));))))  So excited can't wait ... ! ! Love selfeeee pics on insta :) ♥♥ special coco .. 🙆🙌😛😄😄😁😂😂🐒😁😝❤ #dishoom,POSITIVE,POSITIVE,9.86596670725253
476,@Gangesh_Gugi No thinking of writing myself :),POSITIVE,NEUTRAL,0.0
477,Finally went to the drive in tonight :-),POSITIVE,NEUTRAL,0.0
478,@katelallyx thanks for the follow have a great day :),POSITIVE,POSITIVE,43.80906074257623
479,So Im going to sleep Goodnight :),POSITIVE,NEGATIVE,-0.0054380193016311425
480,hello :) http://t.co/VQVmRN3BR1,POSITIVE,NEUTRAL,0.0
481,yup i know! okay let me try :) i done it. Hhahhaaa — Haha. http://t.co/ikHF6vKbyW,POSITIVE,POSITIVE,0.00310630464795214
482,@ABNORMAL_ANA92 i'm supposed to ask where do you buy albums :),POSITIVE,NEUTRAL,0.0
483,6 days to go! :),POSITIVE,NEUTRAL,0.0
484,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @thulisiletshele,POSITIVE,POSITIVE,53.166192659176524
485,At least there's one cool thing :-)))),POSITIVE,POSITIVE,0.03653846153846154
486,"Hey guys that's my new page! http://t.co/nHvR6teXH2 
:)
Enjoy http://t.co/XRctjTX4SQ",POSITIVE,POSITIVE,0.0011415267475514156
487,"@kindofstrange @ohyoufox Jeeze Tara move on, it's about #TeamCannibal vs #TeamSpaceWhalingIsTheBest now :p",POSITIVE,NEUTRAL,0.0
488,Morning gym session done! Feels good to workout early...now to enjoy the rest of the day :) #friyay #workout #fitfa… http://t.co/UjjGXrtMRk,POSITIVE,POSITIVE,0.016278031179346966
489,"I guess I never really identified myself with pharmacy :)
#VeryLateRealisation #IWishIKnewBetter",POSITIVE,NEGATIVE,-7.657475321400257
490,"@jakastr yeah we know there were lack of few things but hey please do check our final design, satisfy enough? :) https://t.co/EXt098Yq1b",POSITIVE,NEGATIVE,-1.0707865067112514
491,@MusicAddictTBH wow! Nice combination :),POSITIVE,NEUTRAL,0.0
492,Charging my speaker up finally got it earlier today :),POSITIVE,POSITIVE,0.012400192731277532
493,@bookmyshow Doing :) #MasaanToday,POSITIVE,NEUTRAL,0.0
494,@Intoxicationall Later turned out to be now :D,POSITIVE,NEGATIVE,-0.19979800812916
495,@babyytayy_ text me when you wanna meet up and I'll get them :),POSITIVE,NEGATIVE,-0.5055163354311295
496,Not long :) https://t.co/AYsppJcwlg,POSITIVE,POSITIVE,0.1023820548438545
497,Me and my friends never talk ess-aych-eye-tee about anyone :),POSITIVE,NEUTRAL,0.0
498,"YAS. 
Thanks @cm_valladolid for these :) 😊 https://t.co/4rNoGpudcX",POSITIVE,POSITIVE,65.58775169376693
499,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/mVWm6PefFG.,POSITIVE,POSITIVE,1035.3062786509893
500,@delafro_ @unbearvble yeah the left one supposedly hurts more bc it's right over your heart apparently. It'll be fine! Good luck :),POSITIVE,POSITIVE,5.256405169904529
501,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @Brian88071070,POSITIVE,POSITIVE,53.166192659176524
502,@starksmurdock AHH THANK U :D,POSITIVE,POSITIVE,0.02032520325203252
503,niall followed a fan :) and i'm still here without his follow 👍,POSITIVE,NEGATIVE,-6.455341333857958e-05
504,My sisters are the best!!!! Best pre bday celebration :)))),POSITIVE,POSITIVE,0.0002951977401129944
505,@The_Sleigher among my all time fav tweets :D,POSITIVE,NEUTRAL,0.0
506,@franklin_25_8 happy birthday g. All the best in life :),POSITIVE,POSITIVE,11.929978619938007
507,@wendy1704 @Queen_of_Orange No need to stress out - they will be with you in time :),POSITIVE,POSITIVE,12.665305982135312
508,@NamanGarg26 no immediate plans but hopefully someday in the future :),POSITIVE,NEGATIVE,-2.3978779559953014
509,@iGroundbreaking Could you make a Foxy's Song version in instrumental form? It sounds so epic on beats alone :),POSITIVE,POSITIVE,0.004186742121868705
510,I second that! Well done :) https://t.co/PeTkjvF5af,POSITIVE,NEGATIVE,-0.3656630995444802
511,@KristyArnett Your thinking to hard in bed! :p,POSITIVE,NEGATIVE,-0.001162280701754386
512,Tomorrow at the #GoldCoast :) http://t.co/yRat44jWAy,POSITIVE,NEUTRAL,0.0
513,"@Natasha_Thahane I like the way you said it Gal #LeloMustFall, you are so beautifull by the way :)",POSITIVE,NEGATIVE,-16.29736052792856
514,@mistytewest Happy to save the day :) Hope you enjoyed your meal Sam!,POSITIVE,POSITIVE,0.06499881032284642
515,@anime_narutoINA thank you min :),POSITIVE,NEUTRAL,0.0
516,"5G Liker :)
.
like Fast :*",POSITIVE,NEGATIVE,-0.004037245739417262
517,I like such morning when I got dress that I bought :) I'm totally in love with it ♡ #newdress #happy… https://t.co/iJ1Mv1UV5l,POSITIVE,NEGATIVE,-41.67322055330263
518,#ff @LivelyKaty How could ANYONE resist this beautiful smile? :-) #quacketyquack https://t.co/fhndvkscgM,POSITIVE,NEGATIVE,-0.0038593965772341678
519,@CG_Rated did u mean to hide the fots? :p,POSITIVE,NEUTRAL,0.0
520,@Pyarey_Afzal aww thankyou :),POSITIVE,NEUTRAL,0.0
521,Ok good night I wish troye wasn't ugly and I met him today:)():)!:!; but ok today was fun I'm excited for tmrw!!,POSITIVE,NEGATIVE,-212.9047657839043
522,@dotlung indeed :-),POSITIVE,NEUTRAL,0.0
523,":) Good Afternoon :D
#TwitterFollowersWhatsUp
#HappyFriedDay
#KeepSafeAlways 
#LoveYeah
#emojasp_here",POSITIVE,POSITIVE,0.006300607287449393
524,@CaptaainMorgan okay :)))),POSITIVE,NEUTRAL,0.0
525,@nakamuramartin @DamienMcFerran @Kosmikat That makes two of us then! :D,POSITIVE,NEGATIVE,-0.002473660100778745
526,@greatestcookie It hurts having to read about people's holidays when being at work :D,POSITIVE,NEGATIVE,-0.0063966732514598055
527,@mattbarker14 Nice to hear you want to switch to us :). Our Pro Kit would be the best choice for you if you follows this link it will,POSITIVE,POSITIVE,18.130535785893745
528,@BowenBBC beautiful...winter? It's like summer in Russia :),POSITIVE,NEGATIVE,-0.0017400979083222073
529,@JediEconomist I thought you’d like that mate :),POSITIVE,NEGATIVE,-15.628494455630012
530,I'm playing Brain Dots : ) #BrainDots http://t.co/R2JBO8iNww http://t.co/ow5BBwdEMY,POSITIVE,POSITIVE,12.986139386139387
531,Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/XxdpHuNfvp.,POSITIVE,POSITIVE,1052.3009882525994
532,@slutwantscock dm me? :p,POSITIVE,NEUTRAL,0.0
533,@lazybull81 also come game with me :),POSITIVE,POSITIVE,0.02641664629237236
534,Thanks :)),POSITIVE,NEUTRAL,0.0
535,:) Hope you enjoyed http://t.co/W3BNxHVv0w,POSITIVE,POSITIVE,0.032778091473743644
536,"@vapemestoopid Ok,the first time we chat,and then i made such a joke lol .I believe you wont forget me,will u ? :) my name is @DannaQiu",POSITIVE,NEGATIVE,-0.44792370256834907
537,"@TheBodyShopIND #MyMonsoonStory The Body Shop Body Mist Vanilla,as it works wonderful on my skin :)",POSITIVE,NEUTRAL,0.0
538,@VikkFollows :) The best YouTuber out there... keep up the good work man #StarSquad #Sidemen,POSITIVE,POSITIVE,1.2534002377132336
539,@Miss_Dyna_Mite yaaaaayyyyyy you are my best friendaaaaaaa *shouts like minions* :),POSITIVE,POSITIVE,0.006771740852209726
540,@UNAPCTT Thanks for adding us to your list! :) Make sure to keep in touch for more news of our light bulbs made from corn waste.,POSITIVE,POSITIVE,68.34285033460071
541,"@IGNUK #1TBPS4 Wow! what a prize! so delightful for my eyes, pick me to win and I will burst and sing ""PS4 is mine and I feel divine"" :)",POSITIVE,NEGATIVE,-18.220440415433373
542,"@Garfyville In Bath? :) Even we don’t have wheelie bins, nowhere to put them @paulmutton",POSITIVE,POSITIVE,0.4485350390623237
543,Getting ready... #UberIceCream @RekolaCZ #messengerforaday :) http://t.co/dnryPnHAD5,POSITIVE,POSITIVE,0.01599021592442645
544,@chingyapp yeap :),POSITIVE,NEUTRAL,0.0
545,https://t.co/gBIMDzQBY5 Must watch :D #BajrangiBhaijaanHighestWeek1,POSITIVE,NEUTRAL,0.0
546,@KimKardashian @KendallJenner @KylieJenner @khloekardashian @kourtneykardash Cool..... congrats Kylie!!  U all look so nice    :-),POSITIVE,POSITIVE,0.021406695997952717
547,"@CathsStrawberry I thought your work was  seasonal, you will have really busy days. Ok so deal for weekends and in your toilet breaks :p",POSITIVE,NEGATIVE,-58.72201980995094
548,@justinbieber YOU ARE DADDY AF... :-),POSITIVE,NEGATIVE,-0.01956168831168831
549,The latest one :) https://t.co/iRHOYxQeln,POSITIVE,POSITIVE,0.0018890200708382525
550,Happiness is when you make the most of what you have now. :),POSITIVE,NEGATIVE,-0.22309185679707172
551,So far so good. Ikaw musta cheatmate? :)  https://t.co/YzJt2feA1u,POSITIVE,NEGATIVE,-0.004853898961450448
552,"E.L.F: ""Thank you for being a singer :)"" | Kyuhyun: ""Thank you for being E.L.F""",POSITIVE,POSITIVE,7.772641975308641
553,20 ghanton se light nahi :)))))),POSITIVE,NEUTRAL,0.0
554,"That one didn't last long. LOL 
He has blocked me already. 
It must have been all my nice tweets. 
They hate them. :) @limelite001",POSITIVE,NEGATIVE,-14.205909889213421
555,When ur skin thinks ur still 16 &amp; decides to break out :-) cool,POSITIVE,POSITIVE,0.0037952005259697568
556,"@OdellSchwarzeJG How?Easy.Get up at 5:30 am, go to work, come home bout 6, take care of home and family therein. That's how. You'll see. :-)",POSITIVE,NEGATIVE,-0.26672186431607414
557,Thank you Majalah http://t.co/5jjCWZzXuj for having @nabilaAF2013 on your July issue :) Lovely 👍🏼👍🏼👍🏼😍😍😍😍😍🌸🌸🌸🌸🌸 http://t.co/zhk7SVrIhE,POSITIVE,POSITIVE,4.776540357987167
558,@IaneboyIester into a pity party so :-),POSITIVE,NEUTRAL,0.0
559,#TGIF unless you're one of my students :) Some light reading http://t.co/XxpxBHC4oH on #singapore #heroes #gp #essay #alevel,POSITIVE,NEUTRAL,0.0
560,@DominiquePirrie @unlatches @ShinonSai Dominique I'm your biggest fan like oh my I'm from England too can I get a fan sign :),POSITIVE,NEGATIVE,-54.0588702387618
561,"@cyjaexlne good, 'cause I'd like to upload it myself. :)",POSITIVE,POSITIVE,0.017420888670273815
562,@EnvoClan Goood mornin earthling ! :D,POSITIVE,NEUTRAL,0.0
563,@rupal_hs Happy tweeting! Are you liking the new build? :) ^MM,POSITIVE,POSITIVE,0.0033670150450117154
564,@kavonyo okay yay! Ask tomorrow please :),POSITIVE,NEUTRAL,0.0
565,"Always :)
Be positive!",POSITIVE,NEGATIVE,-0.34094405594405586
566,@LampShopOnline  You too Lamp Shop :)),POSITIVE,NEUTRAL,0.0
567,"My word, @anaturalwedding &amp; @TheStoveRoom - what big sites you've got! Changes a-foot :) #website #development #revamp",POSITIVE,NEGATIVE,-0.3339755307416598
568,"@bridgetminamore I voted for #brainchild 3 times, please may I have a poem? :D",POSITIVE,NEGATIVE,-29.144197539461192
569,@Anoushy_Aliyan @8624810880Khan @aliapari86 @AyeshaKhanReal @RiddaMazhar Over Confidence Confined U In Ur Own Limits...:),POSITIVE,POSITIVE,0.8120054200542004
570,@DanielNewman Wishing you were in Colorado :),POSITIVE,NEUTRAL,0.0
571,"Happy #Friday folks!! If your order your #Goodyear #Tyres online @Protyre, you can get upto £40 cashback!! (T&amp;Cs apply) #yourewelcome :)",POSITIVE,POSITIVE,10.721287909749856
572,Nightly routine of simpin :-),POSITIVE,NEUTRAL,0.0
573,Add me on the snapchat yall :) give me your @ names,POSITIVE,NEUTRAL,0.0
574,"@Ekow_bk I'm looking for influencers for my app :) If you're interested, here's your invite http://t.co/ipJ2yOiGet",POSITIVE,POSITIVE,0.01672318544960052
575,Sketchbook art by love4wilde Drawing of hair I did turned out pretty cool :D #art #hair #colors #colorpencils #cray… http://t.co/tn1yicz40N,POSITIVE,NEGATIVE,-0.40403131181668156
576,@6townsradio am tuned back in. With hubby :) can u play him queen pls,POSITIVE,POSITIVE,28.044780083642408
577,Fell asleep at like 6:30 and now can't fall asleep and I have to be up in two hours :-),POSITIVE,NEGATIVE,-147.5303813197306
578,Great night with great people :),POSITIVE,POSITIVE,0.07914087284517524
579,@pakalupapito imma use this next time :))),POSITIVE,NEUTRAL,0.0
580,Ob 11h v kino? Why not! :),POSITIVE,NEUTRAL,0.0
581,Goning to make thos a positive day :) you're an adult and i can't keep on acting like your mom..,POSITIVE,NEGATIVE,-0.06412917481706876
582,"@lindseyasuer Hi! I see u like FourFiveSeconds and think u might like ""Deaf Ears"" https://t.co/nO9B1b1vtN .Plz let me know what u think :)",POSITIVE,POSITIVE,29.144031646472452
583,"@WhiteZoey Great, I went to Kardamena, last summer, amazing  beaches and wonderful sea, but this year It's time to go Samos #Greece :) :) !!",POSITIVE,NEGATIVE,-126.75181179027972
584,"The chicken in my Caesar Salad was a tad bland, but I can live with that. :) @FreshMenuBLR",POSITIVE,NEGATIVE,-156.83231048820977
585,"@carterreynolds i love it how your not afraid to respond to hate :)
ily x x x",POSITIVE,NEGATIVE,-0.0630754910974869
586,First leg of the @magictrikband tour is going well! :D #music #band #rock #magictrik #tour https://t.co/CQHqWfa7ft,POSITIVE,NEGATIVE,-0.0026976183518410287
587,@sakshij020 @shabnam_903 okk den call abp n spread it on allover d India n abroad as well :p,POSITIVE,POSITIVE,0.0004978553921568627
588,@rejectzmgc thank you so much! :),POSITIVE,NEUTRAL,0.0
589,@RenboySA Please let us know which store you will be able to visit so that we may inform them and they can be expecting you. :),POSITIVE,POSITIVE,38.186797451167664
590,@mikestone14  Your tweet is very much appreciated! Thank you for being such a dedicated member :),POSITIVE,POSITIVE,12.708431048858856
591,@machado_man4 @TashaShukla @CloydRivers and freedom to hangout with whoever you want to!!!!!!!!! :),POSITIVE,NEGATIVE,-0.05728394845985368
592,I'm liking this :),POSITIVE,NEUTRAL,0.0
593,@JulianGazzia Hi :-) If you're looking for tourist info get our application ZonzoFox clicking this link http://t.co/Y8yTe8E9wg. Bye ;-),POSITIVE,POSITIVE,0.5520804037173949
594,its leo season :-) ♌️,POSITIVE,NEUTRAL,0.0
595,"Life Is All About Kutiyapanti :D 
I Love My Life For This :D",POSITIVE,NEGATIVE,-0.5297321418180254
596,"@MSaito6 @AdeccoWaytoWork thank you for your support :) 

#KunoriforCEO #CEO1Month",POSITIVE,POSITIVE,0.61825
597,@ZoeyChandler6  we Professional we do hits videos : Wicked Boomshot fuh di world even yours thank you :),POSITIVE,NEGATIVE,-0.015212548186565577
598,"@maureenagena Yeeeey, welcome to the club. Its been one and a half years off whatsapp.. and i donot regret it.. :)",POSITIVE,NEGATIVE,-0.0636574074074074
599,@pussy_lilac No problem :) it's a pleasure ❤️,POSITIVE,POSITIVE,0.11426387068588903
600,@f0nzie send one please :) i wont expose or roast &lt;3,POSITIVE,NEUTRAL,0.0
601,lemme cover u in lipstick n cran vodka :-),POSITIVE,NEUTRAL,0.0
602,@TheKimTillman ROAD TRIP!!! :D,POSITIVE,NEUTRAL,0.0
603,@emily_etc I always walk past this place! May have to go in and try them for myself now ! :D,POSITIVE,NEGATIVE,-32.30847859498518
604,@Circuit500 yeah but now I've lost my 's - calling it a day :),POSITIVE,NEGATIVE,-1.1786734746125205
605,"Jummah mubarak to all 
Remember me in your prayrs :)",POSITIVE,NEUTRAL,0.0
606,@NotJagath are you a member of හෙල හවුල by any chance? :D @Chevindu,POSITIVE,NEUTRAL,0.0
607,@GreggsOfficial I missed you baby :) #onemochaonelove,POSITIVE,POSITIVE,0.036147087414940555
608,Yo Southpaw was a GREAT movie someone better be getting an award for it :D,POSITIVE,POSITIVE,2.2192259826323584
609,The musical and human genius that is Stromae! :) @stromae @SylvieYonke https://t.co/LzBSWxsQO7 http://t.co/z2zZWgMOm2,POSITIVE,POSITIVE,0.0021866391184573
610,🔴 LIVE @flippinginja on #YouNow - Jonah and jareddddd :) https://t.co/fINXQiPtSn http://t.co/8zWxLtDwdB,POSITIVE,NEUTRAL,0.0
611,"@katiemcmillan90 &gt; Message: full name, d.o.b, address, postcode and Talkmobile phone number. Thanks! :)",POSITIVE,NEGATIVE,-0.014241273432449904
612,Last classes this morning before two week break! :-),POSITIVE,NEGATIVE,-0.003431372549019608
613,@EmilyBett Happy Happy Birthday Emily! :D,POSITIVE,POSITIVE,11.900377358490566
614,"ELF Fighting HuHa :D :)
My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!",POSITIVE,POSITIVE,3.7347361111111104
615,"@belittle4u  I may find this very confusing :)
*just a simple wolf*",POSITIVE,NEGATIVE,-1.1507644108462294
616,@loulou_lucia nice pic :),POSITIVE,NEUTRAL,0.0
617,@rinpunzel_ what are you promoting?:),POSITIVE,NEUTRAL,0.0
618,@hahahakumakichi Yeah! The bird transforms into a sword. :D,POSITIVE,NEUTRAL,0.0
619,@KaReeMLSheNawY it is not even a real word :D,POSITIVE,NEGATIVE,-0.1800452273759861
620,"@babypuffinator it does, you could have misread worse things :p",POSITIVE,POSITIVE,0.03219582924893806
621,@RickyBaby321 It's not forwarding Richard...it's 'follow' :),POSITIVE,POSITIVE,0.017433493925429408
622,"@lazariWilliams Hey, You like FNaF? Check out our Youtube Channel! https://t.co/sc9kDhaviX :) via http://t.co/J3sxzzg7cU",POSITIVE,POSITIVE,0.029998864867693594
623,"Yup, happen everywhere when people cant debate they come to name calling :-)  https://t.co/dRiMWpj7ON",POSITIVE,NEGATIVE,-0.02054372972565192
624,Just need to get through work today then to Ibiza! :):):) #birthdaymoneyforjesusjuice,POSITIVE,NEGATIVE,-0.16785283888836433
625,@lvshak @AllysonMarty anytime :),POSITIVE,NEUTRAL,0.0
626,"@PuppyShogun mistakes happen man, as long as we get to play the game, we'll be happy :)",POSITIVE,POSITIVE,0.2577172152093757
627,"@Mathpro314 Hey, wanna check out our YTB Channel? We post Gameplays &amp; Tutorials! https://t.co/sc9kDhaviX :) via http://t.co/J3sxzzg7cU",POSITIVE,POSITIVE,0.04555027382899644
628,On this one constructive criticism welcomed :) #ganesha #texture #photography #art #hinduism #hindugod #elephantgod http://t.co/QFhF2zUKib,POSITIVE,NEUTRAL,0.0
629,@SleekStudioz yes and you've always been selfish as fuck :),POSITIVE,NEUTRAL,0.0
630,"@MangleTheLover Hey, You like FNaF? Check out our Youtube Channel! https://t.co/sc9kDhaviX :) via http://t.co/J3sxzzg7cU",POSITIVE,POSITIVE,0.029998864867693594
631,I WANT to create the FIRST #Bboying #Cardgame with #pixelart #gamedesign :D!!!! What do you think ?? #indiedev #pixel_dailies #gamedev,POSITIVE,NEGATIVE,-77.9029989350728
632,@xemig sounds still like a good idea :),POSITIVE,POSITIVE,0.07584723851324934
633,"There are no limits. There are only plateaus, and you must not stay there, you must go beyond them. :) _ Bruce Lee",POSITIVE,NEGATIVE,-0.08148225886503811
634,Mans singing under the rain :) https://t.co/uj3mnLaJmo,POSITIVE,NEGATIVE,-0.0024509803921568627
635,Laguna again.  :) see you,POSITIVE,NEUTRAL,0.0
636,"@Kanhajigi :))
Time nhi tha Office work bahot tha so
10 baje raat ko liya tha Hath me Try to Create Best.
But 2 ghante me itna hi bana paya",POSITIVE,NEGATIVE,-0.015658629738517785
637,"@melfoster666 That's not true.
I can quit whenever I want to.
:D",POSITIVE,NEGATIVE,-82.1047369265721
638,@brtoon  thank you :) out and about there this weekend so will try my best :) !,POSITIVE,POSITIVE,0.0018164438232473475
639,If u like uta read the manga :-))) you'll love him even more :-))) haha yeah,POSITIVE,POSITIVE,0.34706863748840394
640,Family hang out :) ^_^ — feeling festive at Jamuna Future Park http://t.co/CXQXINIqJI,POSITIVE,NEGATIVE,-0.03625
641,Those who move forward with a happy spirit will find that things always work out \:)/,POSITIVE,POSITIVE,0.09109633755614437
642,"@SwiftBlablaCat remember when she sent out all those presents last Christmas?? That was dubbed ""Swiftmas"" :)",POSITIVE,NEGATIVE,-0.3885496676098515
643,@pop_ruth you miss this! :-) http://t.co/upXtepl57y,POSITIVE,NEUTRAL,0.0
644,Super proud of @AstonMerrygold :),POSITIVE,NEUTRAL,0.0
645,"@ElleDonnellyx @Beverleyknight @mattcardle lovely pics, @MemphisMusical a fab show :-) x",POSITIVE,POSITIVE,0.007429311310190369
646,morning :),POSITIVE,NEUTRAL,0.0
647,"@Tilion_IDK In Tha at case, Trion and their interactions on the forums and on Twitch. :)",POSITIVE,NEUTRAL,0.0
648,@roma_cream that's the spirit :) #WsaleLove,POSITIVE,NEUTRAL,0.0
649,@OMGitsBern_92  All sorted in the early hours. Thanks again for your help &amp; raising the initial issue. makes the community what it is :),POSITIVE,POSITIVE,71.5871339754272
650,"@DeMoorSophie Hii, can you follow me, please? I'd like ask you one thing in dm :)💞",POSITIVE,POSITIVE,10.552634285975305
651,@haleyannmcallum Happy B-Day :),POSITIVE,NEUTRAL,0.0
652,@JenLawUS that's disgusting so glad you have your acc back :) I hope they get what they deserve,POSITIVE,NEGATIVE,-62.093587917078224
653,Back to 80s?! A brand new #Commodore64 Programming community is in town now!!!!  :) &gt;&gt;12th August @techspacekrk http://t.co/zAS2l96ljT,POSITIVE,POSITIVE,0.2727560759710322
654,@alejandrinar32 okay :),POSITIVE,NEUTRAL,0.0
655,@vadervanodin im wearing mine when I dj next fri :-),POSITIVE,NEGATIVE,-5.916995305275975
656,@AnnabelArrowsmi Thank you for taking the time to tweet us Annabel! We'll pass this on to our London Bridge team :),POSITIVE,POSITIVE,7.155056789491112
657,@DailyBBLife @JulizTwinsBB he already does :),POSITIVE,NEUTRAL,0.0
658,"I am in every way like Jess. :)
http://t.co/otGCWw1gUu",POSITIVE,NEGATIVE,-15.729646152431634
659,@CocoCuscino happy Friday! :),POSITIVE,POSITIVE,0.3169811320754716
660,"Short, routine #quest from #Borderlands :) #wanderrook http://t.co/NAPmqm2do6",POSITIVE,NEUTRAL,0.0
661,@davidrmoloney thanks for that. You've made my day! :) Let's organise a meeting soon. Are you based in London?,POSITIVE,POSITIVE,0.03725252525252526
662,I'm that person that has to workout and eat healthy because the minute I don't I gain weight :-),POSITIVE,NEGATIVE,-26.27141985865373
663,"GM 
 Meet My Precious 
My Soft Lady  my Real Friend        Mizz precious :) ;):*      

How Many Likes For Her No... http://t.co/G9F2cwO6WZ",POSITIVE,POSITIVE,13.787910356979957
664,"@iamAhmadshahzad aameen..:)
Long Live Pakistan..#BleedGreen..✌🏻️",POSITIVE,NEUTRAL,0.0
665,@JIBANG88 already following you back oppa :),POSITIVE,NEGATIVE,-0.0004745370370370371
666,Liam and Sophia in Chicago :) ♥ https://t.co/GrD53KA2G5,POSITIVE,NEUTRAL,0.0
667,"@im_soexcited @alamocitycon Btw, about that honeymoon :) These are for you. http://t.co/fVYAV8v0yO",POSITIVE,NEUTRAL,0.0
668,"@Charles_Lister Yeah, bring the boom to Da'esh while co-ord with the FSA. #Estatic :)",POSITIVE,NEUTRAL,0.0
669,"@BrandonHerrigan Welcome :), when's your next meet ?",POSITIVE,NEGATIVE,-0.008873724841466776
670,"Singer Dusty in TUNISIA &lt;3 Music for TUNISIA &lt;3 it was wonderful, very nice people :-) &lt;3

YOUTUBE:... http://t.co/859XGmZ1W9",POSITIVE,POSITIVE,0.08416962554469631
671,@el_crd2601  la class's :p,POSITIVE,NEUTRAL,0.0
672,@NotThatBobJames Hahaha Go Doug! :-),POSITIVE,NEGATIVE,-0.0007016871165644173
673,"@FionaBunn1 Forgot to ask, but may I post it on FB? Happy Friday :-)",POSITIVE,NEGATIVE,-105.02501460245169
674,@amorecrudele Visit my blog http://t.co/UzOAqroWKx thanks :D,POSITIVE,POSITIVE,1.138663967611336
675,When everyone is fuckin irritating :),POSITIVE,NEGATIVE,-0.008498048596248269
